,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
639,0.524,0.904,-2.071,0.398,0.0533,0.0,0.776,0.655,161.188,2
640,0.521,0.552,-5.628,0.327,0.317,2.25e-05,0.381,0.936,97.535,2
641,0.768,0.82,-4.63,0.0474,0.179,0.0,0.689,0.625,129.965,3
642,0.547,0.707,-8.74,0.0338,8.14e-05,0.000149,0.285,0.654,119.576,3
643,0.467,0.839,-3.584,0.0295,0.000738,1.99e-05,0.121,0.518,137.902,3
644,0.715,0.833,-5.379,0.108,0.00631,0.0,0.164,0.612,95.487,3
645,0.628,0.882,-5.024,0.0323,0.259,0.0,0.065,0.853,95.083,3
646,0.555,0.717,-5.114,0.0269,0.0414,0.0,0.116,0.374,112.03,0
647,0.64,0.926,-5.597,0.0322,0.135,2.04e-06,0.134,0.901,131.997,3
648,0.951,0.6,-4.675,0.0685,0.106,0.0,0.0712,0.822,125.04,3
649,0.57,0.717,-4.914,0.029,0.00967,0.0,0.0833,0.321,111.91,0
650,0.388,0.633,-4.769,0.0275,0.0339,0.0,0.104,0.381,173.947,0
651,0.495,0.7,-3.901,0.0272,0.116,0.0,0.252,0.513,79.716,0
652,0.693,0.353,-17.852,0.0414,0.0704,0.00113,0.503,0.75,104.143,3
653,0.744,0.502,-7.719,0.0359,0.183,0.000228,0.189,0.66,112.344,3
654,0.688,0.853,-5.814,0.0493,0.386,0.0,0.0862,0.743,103.993,3
655,0.7,0.864,-3.629,0.0283,0.0212,0.0,0.0956,0.887,102.997,3
656,0.658,0.575,-10.365,0.0267,0.243,0.0,0.122,0.504,108.329,0
657,0.446,0.764,-5.042,0.033,0.00135,0.0,0.099,0.543,172.094,3
658,0.587,0.891,-3.381,0.0361,0.000261,0.00454,0.314,0.705,124.005,3
659,0.744,0.798,-5.981,0.0364,0.175,0.00367,0.26,0.89,125.061,3
660,0.64,0.926,-5.597,0.0322,0.135,2.04e-06,0.134,0.901,131.997,3
661,0.739,0.459,-14.42,0.0294,0.129,0.0194,0.0474,0.892,107.115,3
662,0.756,0.422,-12.967,0.0292,0.0165,0.00183,0.0368,0.487,112.751,0
663,0.643,0.802,-4.92,0.0227,0.0299,0.0,0.0719,0.53,95.99,3
664,0.547,0.257,-12.358,0.0252,0.907,0.183,0.0935,0.169,75.752,0
665,0.596,0.605,-12.145,0.0255,0.181,0.000331,0.0863,0.886,97.798,3
666,0.479,0.309,-14.751,0.0299,0.153,0.22,0.134,0.182,127.155,0
667,0.466,0.759,-4.978,0.199,0.0521,0.0,0.0587,0.328,160.033,2
668,0.511,0.942,-10.407,0.0429,0.174,1.87e-05,0.139,0.498,97.909,0
669,0.6,0.796,-4.481,0.0275,0.000109,5.2e-05,0.484,0.75,105.991,3
670,0.422,0.712,-5.907,0.1,0.273,0.0,0.051,0.471,78.454,0
671,0.437,0.965,-4.448,0.136,0.326,0.00028,0.144,0.766,172.428,3
672,0.499,0.733,-5.449,0.174,0.016,0.000135,0.0897,0.537,121.984,2
673,0.557,0.533,-6.817,0.0252,0.0492,0.0,0.205,0.233,143.994,0
674,0.504,0.904,-6.863,0.179,0.356,0.121,0.14,0.772,176.808,2
675,0.268,0.98,-5.958,0.103,0.0192,0.00709,0.182,0.395,100.315,0
676,0.647,0.582,-9.538,0.0755,0.41,1.93e-06,0.0715,0.915,167.396,3
677,0.531,0.818,-5.358,0.0452,0.0694,0.0096,0.263,0.471,90.767,0
678,0.448,0.665,-4.203,0.026,0.06,2.55e-05,0.0828,0.304,172.004,0
679,0.797,0.644,-9.253,0.188,0.338,6.51e-05,0.0592,0.706,96.87,2
680,0.517,0.839,-3.521,0.0287,0.0014,0.000365,0.108,0.416,94.015,0
681,0.761,0.716,-5.8,0.056,0.396,0.0,0.0771,0.649,119.41,3
682,0.651,0.747,-7.269,0.0699,0.0528,0.0,0.207,0.776,147.518,3
683,0.642,0.766,-6.82,0.0401,0.0407,0.000103,0.0593,0.593,134.185,3
684,0.798,0.443,-6.062,0.0403,0.244,0.0,0.326,0.354,125.232,0
685,0.489,0.483,-9.466,0.0275,0.42,0.0028,0.236,0.333,136.822,0
686,0.678,0.659,-12.695,0.0396,0.0236,0.00192,0.0744,0.899,113.542,3
687,0.763,0.777,-6.932,0.0364,0.281,0.79,0.134,0.929,124.431,3
688,0.685,0.584,-10.616,0.0276,0.288,0.00918,0.124,0.939,134.546,3
689,0.383,0.662,-5.162,0.0333,0.165,0.0,0.248,0.138,121.154,0
690,0.643,0.614,-12.878,0.0279,0.25,7.17e-06,0.214,0.891,93.982,3
691,0.711,0.924,-3.398,0.0282,0.0156,0.0,0.114,0.912,108.033,3
692,0.686,0.588,-8.343,0.0554,0.178,0.0,0.0954,0.617,94.519,3
693,0.749,0.699,-13.108,0.0371,0.0674,0.00192,0.0763,0.935,128.904,3
694,0.595,0.489,-6.66,0.0271,0.497,0.0,0.119,0.0902,120.315,0
695,0.502,0.786,-4.378,0.317,0.255,0.0,0.65,0.739,169.021,2
696,0.446,0.239,-13.945,0.0316,0.551,4.1e-06,0.0697,0.298,189.507,0
697,0.696,0.89,-6.819,0.0441,0.055,0.0596,0.5,0.922,98.742,3
698,0.696,0.726,-10.335,0.0372,0.0619,0.0023,0.149,0.567,102.075,3
699,0.666,0.922,-4.458,0.0429,0.0381,0.000191,0.0633,0.828,118.014,3
700,0.451,0.962,-3.947,0.0734,0.0188,3.17e-06,0.277,0.377,131.435,0
701,0.439,0.808,-6.881,0.346,0.00305,0.0,0.439,0.487,82.962,2
702,0.837,0.38,-13.341,0.064,0.541,0.00789,0.198,0.892,104.995,3
703,0.735,0.72,-7.04,0.336,0.00105,0.15,0.382,0.364,124.174,2
704,0.772,0.682,-6.919,0.0701,0.0461,0.00285,0.0672,0.868,129.978,3
705,0.753,0.835,-4.631,0.0533,0.000842,8.74e-05,0.13,0.669,123.943,3
706,0.842,0.627,-3.723,0.0449,0.00783,0.0,0.0752,0.56,117.007,3
707,0.782,0.935,-8.721,0.135,0.455,0.0,0.245,0.245,115.37,0
708,0.822,0.739,-4.541,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,3
709,0.668,0.744,-3.554,0.0349,0.0959,0.0,0.0918,0.325,102.845,0
710,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473,0.507,104.948,3
711,0.759,0.822,-7.268,0.0367,0.00136,0.0171,0.131,0.94,124.713,3
712,0.663,0.6,-10.87,0.032,0.43,0.0,0.184,0.8,129.991,3
713,0.916,0.523,-9.733,0.0521,0.432,1.13e-05,0.0488,0.88,107.564,3
714,0.696,0.78,-12.159,0.0415,0.0427,0.149,0.298,0.954,98.699,3
715,0.698,0.774,-8.642,0.048,0.12,2.26e-06,0.394,0.731,133.197,3
716,0.869,0.648,-8.698,0.0633,0.121,2.17e-05,0.126,0.9,125.035,3
717,0.583,0.791,-4.192,0.0644,0.309,0.0,0.0996,0.615,151.869,3
718,0.65,0.615,-8.786,0.0277,0.235,8.41e-06,0.0534,0.639,97.992,3
719,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996,0.294,135.187,0
720,0.573,0.818,-4.469,0.0355,0.263,0.0,0.161,0.309,94.933,0
721,0.515,0.726,-5.926,0.0547,0.00152,0.00015,0.087,0.35,170.987,0
722,0.589,0.651,-5.097,0.0306,0.0291,3.2e-06,0.111,0.166,90.011,0
723,0.509,0.689,-4.929,0.102,0.0209,0.0,0.301,0.297,170.087,0
724,0.776,0.78,-4.374,0.128,0.0622,0.0,0.081,0.666,124.949,3
725,0.644,0.892,-1.1,0.0567,0.13,0.000113,0.0893,0.767,180.044,3
726,0.667,0.937,-4.053,0.0709,0.0271,1.27e-05,0.318,0.22,75.015,0
727,0.537,0.786,-4.331,0.0317,0.075,0.0,0.253,0.178,127.994,0
728,0.681,0.864,-4.3,0.116,0.0208,3.98e-06,0.192,0.479,90.008,3
729,0.731,0.928,-4.28,0.0514,0.285,0.00121,0.119,0.326,109.997,3
730,0.716,0.946,-3.412,0.261,0.094,6.63e-05,0.0825,0.587,139.943,2
731,0.726,0.818,-6.522,0.176,0.538,1.01e-06,0.111,0.812,92.033,3
732,0.785,0.431,-8.756,0.0364,0.123,0.0,0.0887,0.236,127.085,0
733,0.796,0.496,-8.165,0.0388,0.431,5.51e-06,0.0781,0.716,97.988,3
734,0.655,0.797,-4.787,0.153,0.198,0.0,0.067,0.839,177.928,3
735,0.767,0.481,-8.52,0.0803,0.234,0.0,0.269,0.761,150.076,3
736,0.504,0.788,-4.113,0.215,0.0134,0.0,0.363,0.228,170.039,2
737,0.61,0.508,-6.682,0.152,0.297,0.0,0.384,0.758,178.818,2
738,0.775,0.327,-7.241,0.0557,0.841,0.0,0.0821,0.595,91.05,0
739,0.766,0.466,-8.036,0.0718,0.332,0.00378,0.379,0.839,145.003,3
740,0.591,0.764,-5.484,0.0483,0.0383,0.0,0.103,0.478,169.928,3
741,0.714,0.8,-4.808,0.0504,0.127,0.0,0.359,0.589,134.002,3
742,0.766,0.817,-4.253,0.035,0.0239,2.49e-06,0.159,0.43,125.033,3
743,0.377,0.701,-4.518,0.0964,0.0597,0.0,0.0668,0.444,199.972,0
744,0.504,0.788,-4.113,0.215,0.0134,0.0,0.363,0.228,170.039,2
745,0.351,0.296,-10.109,0.0333,0.934,0.0,0.095,0.12,115.284,0
746,0.67,0.896,-4.673,0.058,0.0342,3.21e-05,0.344,0.403,101.216,3
747,0.825,0.652,-3.183,0.0802,0.581,0.0,0.0931,0.931,95.977,3
748,0.53,0.82,-4.936,0.0438,0.154,2.71e-06,0.14,0.355,171.933,0
749,0.579,0.596,-4.823,0.0561,0.436,0.0938,0.0549,0.443,119.9,0
750,0.586,0.714,-6.414,0.0271,0.434,1.87e-05,0.32,0.593,107.964,0
751,0.646,0.795,-3.293,0.0976,0.0319,0.0,0.267,0.796,89.99,3
752,0.785,0.629,-6.716,0.0419,0.276,0.0896,0.245,0.764,96.994,3
753,0.498,0.59,-4.721,0.032,0.511,0.0,0.107,0.0784,145.867,0
754,0.404,0.81,-4.033,0.189,0.164,0.0,0.504,0.34,154.918,2
755,0.45,0.329,-12.603,0.0441,0.818,0.00109,0.135,0.266,71.884,0
756,0.652,0.557,-5.714,0.0318,0.74,0.0,0.124,0.483,150.073,0
757,0.67,0.668,-4.306,0.0422,0.536,0.0,0.133,0.608,88.033,0
758,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,0
759,0.671,0.673,-6.941,0.0444,0.148,5.29e-05,0.304,0.494,121.963,3
760,0.468,0.779,-4.839,0.0779,0.112,0.000373,0.101,0.26,173.799,0
761,0.695,0.884,-2.278,0.0753,0.0561,0.0,0.213,0.914,103.014,3
762,0.759,0.54,-6.039,0.0287,0.037,0.0,0.0945,0.75,116.947,3
763,0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,98.027,0
764,0.626,0.88,-2.384,0.0504,0.205,0.0,0.128,0.534,95.079,3
765,0.522,0.128,-18.717,0.0357,0.894,0.026,0.0941,0.124,109.986,1
766,0.594,0.612,-6.627,0.363,0.835,0.0,0.461,0.687,179.629,2
767,0.799,0.689,-6.793,0.053,0.445,0.0122,0.18,0.477,103.019,0
768,0.596,0.73,-4.091,0.151,0.24,0.0,0.325,0.525,85.979,3
769,0.736,0.704,-7.409,0.0615,0.0203,0.0,0.0501,0.894,149.995,3
770,0.807,0.893,-3.745,0.0347,0.0451,2.79e-05,0.366,0.537,126.011,3
771,0.647,0.514,-10.05,0.0593,0.0655,0.0,0.398,0.386,79.975,0
772,0.506,0.817,-5.051,0.0335,0.00272,0.0,0.0486,0.506,109.952,3
773,0.722,0.745,-4.164,0.256,0.247,0.0,0.419,0.52,77.029,2
774,0.541,0.153,-10.654,0.0303,0.882,1.66e-06,0.16,0.359,139.644,0
775,0.831,0.851,-3.397,0.207,0.552,0.0,0.106,0.496,119.958,2
776,0.606,0.799,-4.452,0.0261,0.0128,0.0,0.15,0.638,103.014,3
777,0.761,0.525,-6.9,0.0944,0.44,6.7e-06,0.0921,0.531,80.87,0
778,0.718,0.422,-9.115,0.0621,0.0764,0.0,0.17,0.455,144.678,0
779,0.259,0.437,-6.589,0.0386,0.102,1.32e-06,0.106,0.0951,180.042,0
780,0.351,0.24,-17.548,0.0377,0.925,0.921,0.0999,0.35,150.4,1
781,0.515,0.11,-18.783,0.0587,0.968,0.659,0.0803,0.441,133.141,1
782,0.557,0.0443,-26.022,0.0474,0.99,0.929,0.119,0.676,125.621,1
783,0.303,0.0922,-21.376,0.0437,0.972,0.933,0.167,0.101,76.166,1
784,0.382,0.257,-15.175,0.0327,0.959,0.83,0.0895,0.214,99.745,1
785,0.281,0.411,-16.418,0.0315,0.856,0.41,0.183,0.282,85.926,1
786,0.0972,0.184,-16.581,0.0362,0.564,0.657,0.128,0.168,88.063,1
787,0.396,0.306,-15.765,0.0293,0.988,0.857,0.128,0.429,94.742,1
788,0.572,0.302,-16.929,0.049,0.951,0.223,0.18,0.828,94.587,0
789,0.111,0.0774,-24.978,0.0434,0.777,0.888,0.101,0.0578,90.949,1
790,0.152,0.152,-16.79,0.0395,0.877,0.922,0.109,0.0512,77.263,1
791,0.18,0.116,-19.104,0.0405,0.989,0.731,0.0965,0.0387,128.761,1
792,0.172,0.11,-22.55,0.0422,0.347,0.886,0.126,0.0994,134.664,1
793,0.288,0.0437,-25.054,0.0349,0.983,0.922,0.0739,0.0346,94.451,1
794,0.362,0.00434,-31.883,0.0427,0.959,0.919,0.0987,0.0591,68.447,1
795,0.319,0.0063,-32.571,0.0544,0.971,0.917,0.0627,0.231,134.288,1
796,0.334,0.0036,-34.227,0.0489,0.991,0.933,0.0716,0.0934,71.484,1
797,0.373,0.00328,-31.143,0.0623,0.969,0.902,0.0644,0.133,66.268,1
798,0.331,0.147,-20.17,0.0388,0.974,0.91,0.102,0.0437,133.551,1
799,0.263,0.121,-21.198,0.0442,0.983,0.864,0.0932,0.0434,66.02,1
800,0.229,0.123,-21.395,0.03,0.99,0.878,0.125,0.12,60.169,1
801,0.177,0.0737,-22.616,0.0385,0.993,0.922,0.0869,0.0592,66.845,1
802,0.254,0.0899,-17.783,0.0376,0.937,0.928,0.101,0.164,146.265,1
803,0.36,0.251,-13.838,0.0404,0.966,0.908,0.125,0.143,91.569,1
804,0.207,0.0166,-29.404,0.0413,0.89,0.782,0.0947,0.0399,129.585,1
805,0.189,0.187,-17.071,0.0422,0.966,0.89,0.19,0.111,78.641,1
806,0.384,0.228,-19.505,0.047,0.972,0.889,0.152,0.321,121.09,1
807,0.109,0.0375,-26.606,0.0402,0.985,0.914,0.0987,0.0514,70.336,1
808,0.203,0.274,-16.307,0.0485,0.968,0.198,0.324,0.1,77.531,1
809,0.304,0.0271,-24.883,0.0539,0.991,0.892,0.1,0.0893,68.324,1
810,0.559,0.164,-15.526,0.0402,0.894,0.78,0.272,0.194,105.931,1
811,0.433,0.138,-16.137,0.0507,0.813,0.0655,0.2,0.294,100.506,0
812,0.421,0.463,-14.832,0.0362,0.874,0.863,0.277,0.519,76.571,1
813,0.443,0.206,-18.814,0.054,0.906,0.905,0.0691,0.393,159.294,1
814,0.295,0.102,-21.138,0.0382,0.985,0.831,0.281,0.0487,74.076,1
815,0.301,0.207,-12.243,0.0439,0.813,0.306,0.085,0.149,92.068,1
816,0.201,0.116,-21.193,0.0407,0.814,0.695,0.13,0.0506,141.113,1
817,0.115,0.118,-19.801,0.0422,0.933,0.9,0.0883,0.0382,67.288,1
818,0.0888,0.151,-19.84,0.0397,0.849,0.911,0.142,0.0655,168.565,1
819,0.18,0.0282,-25.69,0.0388,0.965,0.813,0.0835,0.0702,87.828,1
820,0.223,0.0736,-21.381,0.0376,0.967,0.877,0.112,0.204,74.888,1
821,0.231,0.0459,-18.975,0.036,0.972,0.79,0.0796,0.0942,174.375,1
822,0.228,0.0986,-20.597,0.0438,0.972,0.87,0.189,0.252,180.885,1
823,0.176,0.117,-20.153,0.0434,0.774,0.923,0.0998,0.0378,125.901,1
824,0.511,0.135,-19.578,0.0783,0.93,0.895,0.0822,0.203,118.048,1
825,0.25,0.184,-18.784,0.0322,0.932,0.948,0.0853,0.107,91.705,1
826,0.114,0.134,-18.606,0.0378,0.971,0.904,0.0913,0.0383,75.552,1
827,0.525,0.311,-8.65,0.028,0.839,1.64e-05,0.237,0.493,142.011,0
828,0.327,0.144,-15.342,0.0452,0.79,0.754,0.11,0.251,147.448,1
829,0.189,0.162,-18.744,0.0464,0.928,0.862,0.0682,0.0575,170.106,1
830,0.39,0.213,-22.044,0.0458,0.986,0.846,0.122,0.429,101.643,1
831,0.32,0.0116,-28.731,0.0444,0.985,0.86,0.0642,0.0575,71.256,1
832,0.31,0.0173,-24.657,0.0387,0.979,0.92,0.107,0.0399,68.206,1
833,0.314,0.0245,-25.294,0.0574,0.991,0.935,0.13,0.0354,59.104,1
834,0.259,0.158,-19.49,0.0429,0.993,0.887,0.096,0.0354,64.106,1
835,0.265,0.0296,-29.87,0.0343,0.991,0.849,0.0779,0.3,89.94,1
836,0.135,0.022,-31.069,0.0477,0.969,0.95,0.0978,0.0629,85.422,1
837,0.541,0.00585,-36.762,0.0903,0.995,0.955,0.0806,0.464,133.178,1
838,0.217,0.125,-17.031,0.048,0.992,0.924,0.105,0.0995,126.301,1
839,0.128,0.0103,-31.344,0.0359,0.986,0.918,0.105,0.0765,68.937,1
840,0.397,0.0123,-32.902,0.0452,0.995,0.899,0.0809,0.0979,109.104,1
841,0.241,0.00374,-34.709,0.0396,0.991,0.929,0.0558,0.0884,61.764,1
842,0.37,0.0043,-30.929,0.0517,0.993,0.917,0.0553,0.0915,68.174,1
843,0.401,0.166,-17.262,0.0526,0.99,0.904,0.108,0.0382,61.11,1
844,0.112,0.0238,-31.327,0.0394,0.98,0.897,0.0863,0.0394,80.507,1
845,0.0912,0.0908,-20.73,0.0378,0.917,0.901,0.0992,0.0349,86.781,1
846,0.123,0.073,-24.268,0.0395,0.914,0.937,0.112,0.0633,95.737,1
847,0.0714,0.0935,-23.853,0.0452,0.877,0.893,0.167,0.0339,77.369,1
848,0.169,0.053,-24.614,0.0489,0.896,0.959,0.0978,0.0356,127.126,1
849,0.517,0.177,-14.989,0.0484,0.987,0.795,0.0825,0.339,108.055,1
850,0.458,0.11,-22.234,0.0309,0.977,0.903,0.359,0.481,83.43,1
851,0.313,0.217,-21.366,0.0479,0.828,0.844,0.0828,0.115,140.607,1
852,0.157,0.175,-18.829,0.0375,0.413,0.856,0.117,0.0348,81.924,1
853,0.36,0.428,-12.436,0.0395,0.987,0.884,0.414,0.526,77.04,1
854,0.198,0.284,-8.517,0.0365,0.857,0.884,0.103,0.0899,89.433,1
855,0.144,0.0729,-21.091,0.0416,0.947,0.869,0.109,0.0376,77.645,1
856,0.289,0.262,-8.255,0.0435,0.899,0.604,0.106,0.254,74.707,1
857,0.268,0.297,-7.217,0.0353,0.889,0.901,0.125,0.15,139.655,1
858,0.108,0.0136,-27.62,0.0426,0.895,0.867,0.204,0.0753,77.981,1
859,0.174,0.0095,-36.054,0.044,0.843,0.0643,0.0739,0.102,103.265,1
860,0.131,0.0145,-30.363,0.0366,0.826,0.332,0.11,0.197,171.133,1
861,0.194,0.00739,-38.915,0.0507,0.96,0.000351,0.0544,0.0332,133.636,1
862,0.127,0.0568,-19.729,0.0382,0.93,0.679,0.0945,0.0369,84.352,1
